District_Name,Level,Name,Total/Rural/Urban,No of Households,Total Population Person,Total Worker Population Person,Main Cultivator Population Person,Main Agricultural Labourers Population Person,Main Household Industries Population Person,Main Other Workers Population Person,Marginal Cultivator Population Person,Marginal Agriculture Labourers Population Person,Marginal Household Industries Population Person,Marginal Other Workers Population Person,Non Working Population Person
Nagpur,VILLAGE,Nimbha,Rural,102,416,198,56,121,0,14,1,6,0,0,218
Nagpur,VILLAGE,Selu,Rural,158,751,430,137,232,4,31,11,7,0,8,321
Nagpur,VILLAGE,Kesori,Rural,181,817,515,265,184,11,38,6,11,0,0,302
Nagpur,VILLAGE,Jakhegaon,Rural,214,988,589,356,151,8,49,1,7,10,7,399
Nagpur,VILLAGE,Chikna,Rural,132,657,369,98,211,2,15,15,26,2,0,288
Nagpur,VILLAGE,Borgaon,Rural,53,203,88,21,25,0,3,3,35,1,0,115
Nagpur,VILLAGE,Ranmangali,Rural,77,345,158,43,42,0,5,9,59,0,0,187
Nagpur,VILLAGE,Mangali,Rural,105,491,308,86,171,0,12,2,37,0,0,183
Nagpur,VILLAGE,Bhugaon,Rural,898,4045,2237,584,1056,37,212,33,262,7,46,1808
Nagpur,VILLAGE,Ninhai,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Chikhali,Rural,126,570,332,181,132,0,17,0,1,0,1,238
Nagpur,VILLAGE,Shivani,Rural,174,790,452,196,142,2,23,7,76,0,6,338
Nagpur,VILLAGE,Zharap,Rural,118,507,306,55,47,5,51,14,106,5,23,201
Nagpur,VILLAGE,Warambha,Rural,231,950,594,162,420,4,5,0,2,0,1,356
Nagpur,VILLAGE,Nerala,Rural,14,50,37,4,29,0,4,0,0,0,0,13
Nagpur,VILLAGE,Nanha,Rural,136,645,400,197,129,1,62,5,4,0,2,245
Nagpur,CD BLOCK,Nagpur(Rural),Rural,34266,148418,64336,8229,17231,1337,27232,912,4650,417,4328,84082
Nagpur,VILLAGE,Bandhara,Rural,3,14,8,0,7,0,1,0,0,0,0,6
Nagpur,VILLAGE,Kavdimet,Rural,1,1,1,0,1,0,0,0,0,0,0,0
Nagpur,VILLAGE,Sirpur,Rural,69,279,165,13,129,1,18,2,2,0,0,114
Nagpur,VILLAGE,Bhuyari,Rural,54,213,137,22,111,0,4,0,0,0,0,76
Nagpur,VILLAGE,Khairi,Rural,88,339,247,10,54,8,33,2,17,2,121,92
Nagpur,VILLAGE,Amgaon,Rural,2,2,2,0,0,0,0,0,1,0,1,0
Nagpur,VILLAGE,Dhaga,Rural,10,10,10,0,0,0,10,0,0,0,0,0
Nagpur,VILLAGE,Bajargaon,Rural,784,3233,1224,40,156,54,759,6,78,15,116,2009
Nagpur,VILLAGE,Khapri,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Shiwa,Rural,655,2830,1361,261,151,20,395,27,375,11,121,1469
Nagpur,VILLAGE,Sawanga,Rural,259,804,429,104,100,1,195,3,8,0,18,375
Nagpur,VILLAGE,Wanjara,Rural,73,327,184,55,70,2,44,2,6,0,5,143
Nagpur,VILLAGE,Pachanvari,Rural,33,72,54,1,20,0,32,0,0,0,1,18
Nagpur,VILLAGE,Satnavari,Rural,396,1678,867,72,397,19,277,7,53,4,38,811
Nagpur,VILLAGE,Malegaon kh,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Malegaon bk,Rural,14,56,43,4,35,0,1,0,3,0,0,13
Nagpur,VILLAGE,Padri  khapa,Rural,15,55,34,15,18,0,1,0,0,0,0,21
Nagpur,VILLAGE,Mohgaon bk.,Rural,7,31,19,0,19,0,0,0,0,0,0,12
Nagpur,VILLAGE,Mohgaon kh,Rural,121,546,308,7,256,2,17,0,0,0,26,238
Nagpur,VILLAGE,Dhamna,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Linga,Rural,604,2599,1237,239,504,23,356,18,45,11,41,1362
Nagpur,VILLAGE,Pethkaldongari,Rural,379,1567,596,49,133,2,187,39,44,47,95,971
Nagpur,VILLAGE,Chandrapur,Rural,28,113,39,4,28,0,0,0,7,0,0,74
Nagpur,VILLAGE,Vyahad,Rural,396,1600,728,121,180,3,240,13,160,3,8,872
Nagpur,VILLAGE,Walani,Rural,244,1098,582,201,326,6,12,18,17,1,1,516
Nagpur,VILLAGE,Brahmanwada,Rural,157,725,424,150,127,2,70,11,56,1,7,301
Nagpur,VILLAGE,Bailwada,Rural,200,869,496,161,223,10,27,32,37,3,3,373
Nagpur,VILLAGE,Gumthala ,Rural,231,1081,506,98,235,8,82,5,69,2,7,575
Nagpur,VILLAGE,Ghoghali,Rural,134,578,311,8,31,2,43,11,183,2,31,267
Nagpur,VILLAGE,Lonare,Rural,195,904,418,24,143,6,135,5,79,4,22,486
Nagpur,VILLAGE,Chakkikhapa,Rural,103,441,222,27,32,0,47,1,103,1,11,219
Nagpur,VILLAGE,Bhartwada,Rural,166,788,459,92,207,8,46,16,69,3,18,329
Nagpur,VILLAGE,Khandala,Rural,200,935,538,124,96,6,43,35,126,18,90,397
Nagpur,VILLAGE,Pardi,Rural,164,737,442,111,236,12,51,5,18,1,8,295
Nagpur,VILLAGE,Ashti ,Rural,78,336,120,39,43,1,35,0,2,0,0,216
Nagpur,VILLAGE,Borgaon,Rural,239,1103,451,154,174,1,80,7,28,2,5,652
Nagpur,VILLAGE,Mahurzari,Rural,373,1716,799,66,398,2,321,2,9,0,1,917
Nagpur,VILLAGE,Pithesur,Rural,175,745,271,18,0,0,231,0,0,0,22,474
Nagpur,VILLAGE,Godhani (Railway),Rural,2158,9804,3452,168,224,100,2310,28,181,28,413,6352
Nagpur,VILLAGE,Fetari,Rural,570,2559,1218,100,424,17,458,29,149,4,37,1341
Nagpur,VILLAGE,Gonhi,Rural,83,403,252,6,28,2,7,34,74,3,98,151
Nagpur,VILLAGE,Yerla,Rural,381,1626,831,68,366,16,340,0,4,11,26,795
Nagpur,VILLAGE,Chicholi,Rural,208,915,419,114,215,2,44,5,37,0,2,496
Nagpur,VILLAGE,Bodhala,Rural,81,368,201,47,87,0,23,1,33,3,7,167
Nagpur,VILLAGE,Lava,Rural,1411,6113,2196,106,328,60,1622,10,19,4,47,3917
Nagpur,VILLAGE,Khadgaon,Rural,423,1879,827,141,280,11,242,1,149,1,2,1052
Nagpur,VILLAGE,Drugdhamna,Rural,407,1862,748,13,8,8,665,0,7,3,44,1114
Nagpur,VILLAGE,Surabardi,Rural,409,1866,651,19,154,11,444,0,5,1,17,1215
Nagpur,VILLAGE,Kapsi kh,Rural,703,3056,1169,68,38,67,808,10,22,9,147,1887
Nagpur,VILLAGE,Kharabi,Rural,2239,10145,3472,77,40,115,2476,31,16,35,682,6673
Nagpur,VILLAGE,Gonhi,Rural,1205,5096,1777,114,43,33,1355,36,11,19,166,3319
Nagpur,VILLAGE,Bahadura,Rural,732,3172,1259,103,122,33,808,16,81,16,80,1913
Nagpur,VILLAGE,Vihirgaon,Rural,289,1342,650,173,243,3,205,4,14,0,8,692
Nagpur,VILLAGE,Umergaon,Rural,127,570,297,100,121,0,58,2,7,2,7,273
Nagpur,VILLAGE,Besa,Rural,1075,4554,1495,101,56,81,953,19,6,10,269,3059
Nagpur,VILLAGE,Beltarodi,Rural,862,3599,1321,42,17,30,1079,3,4,8,138,2278
Nagpur,VILLAGE,Ghogali,Rural,123,502,191,20,27,6,129,0,2,1,6,311
Nagpur,VILLAGE,Pipla,Rural,443,1945,732,99,92,11,464,9,11,0,46,1213
Nagpur,VILLAGE,Hudkeshwar  kh.,Rural,138,581,248,21,155,9,52,2,9,0,0,333
Nagpur,VILLAGE,Adyali,Rural,83,383,197,57,92,0,35,3,6,0,4,186
Nagpur,VILLAGE,Kalamana,Rural,183,804,357,72,110,2,117,1,42,0,13,447
Nagpur,VILLAGE,Takli,Rural,58,231,139,13,114,0,12,0,0,0,0,92
Nagpur,VILLAGE,Dhamana,Rural,72,331,178,87,65,0,25,0,0,0,1,153
Nagpur,VILLAGE,Kirnapur,Rural,63,266,131,30,68,1,10,0,21,1,0,135
Nagpur,VILLAGE,Kanhalgaon,Rural,21,103,56,11,14,0,1,1,29,0,0,47
Nagpur,VILLAGE,Gotal pajri,Rural,65,281,112,29,9,1,17,4,48,0,4,169
Nagpur,VILLAGE,Shankarpur,Rural,158,665,310,40,88,3,164,2,4,0,9,355
Nagpur,VILLAGE,Khapari,Rural,834,3595,1259,46,41,24,1020,7,13,5,103,2336
Nagpur,VILLAGE,Kalkuhi,Rural,171,804,300,8,11,12,239,2,17,2,9,504
Nagpur,VILLAGE,Telhara,Rural,128,563,290,8,46,3,214,3,7,0,9,273
Nagpur,VILLAGE,Dahegaon,Rural,118,463,214,8,22,13,132,1,23,0,15,249
Nagpur,VILLAGE,Parsodi,Rural,389,1715,763,16,71,8,470,17,85,6,90,952
Nagpur,VILLAGE,Panjari farm,Rural,252,1120,434,39,61,8,178,6,67,7,68,686
Nagpur,VILLAGE,Wela harichandra,Rural,103,464,196,29,40,0,56,1,44,0,26,268
Nagpur,VILLAGE,Kharsoli,Rural,97,473,234,70,73,1,44,4,36,3,3,239
Nagpur,VILLAGE,Pilkapar,Rural,55,267,175,30,39,0,6,39,56,0,5,92
Nagpur,VILLAGE,Chikana,Rural,237,1131,617,143,311,24,26,51,61,0,1,514
Nagpur,VILLAGE,Nimbha,Rural,55,252,138,83,36,0,17,1,1,0,0,114
Nagpur,VILLAGE,Nawegaon,Rural,107,395,243,37,26,0,159,2,12,0,7,152
Nagpur,VILLAGE,Salai gadhani,Rural,184,854,410,118,142,4,91,12,31,2,10,444
Nagpur,VILLAGE,Pewatha,Rural,65,308,149,41,41,6,42,3,4,2,10,159
Nagpur,VILLAGE,Warada,Rural,73,313,163,21,65,11,45,2,9,3,7,150
Nagpur,VILLAGE,Rui,Rural,200,1011,438,143,134,13,77,3,56,3,9,573
Nagpur,VILLAGE,Gawasi Manapur,Rural,86,303,183,12,57,7,53,0,43,2,9,120
Nagpur,VILLAGE,Jamtha,Rural,291,1267,503,124,159,9,178,6,7,1,19,764
Nagpur,VILLAGE,Dongargaon,Rural,371,1644,632,35,188,17,367,7,4,3,11,1012
Nagpur,VILLAGE,Khatmari,Rural,24,110,62,4,43,0,4,1,8,0,2,48
Nagpur,VILLAGE,Zari,Rural,15,59,34,0,18,0,5,0,9,0,2,25
Nagpur,VILLAGE,Banwadi,Rural,124,714,197,18,177,0,2,0,0,0,0,517
Nagpur,VILLAGE,Kaldongri,Rural,106,508,244,92,78,7,42,12,12,0,1,264
Nagpur,VILLAGE,Nawarmari,Rural,86,405,145,28,0,3,25,1,42,2,44,260
Nagpur,VILLAGE,Khasarmari,Rural,81,328,117,7,0,1,33,0,18,0,58,211
Nagpur,VILLAGE,Panjari lodhi,Rural,101,474,188,49,117,4,18,0,0,0,0,286
Nagpur,VILLAGE,Ghuti,Rural,160,660,219,16,32,1,163,1,3,0,3,441
Nagpur,VILLAGE,Sukli,Rural,79,395,186,24,129,0,21,2,7,1,2,209
Nagpur,VILLAGE,Mangrul,Rural,156,498,343,40,260,2,16,2,8,1,14,155
Nagpur,VILLAGE,Mohgaon,Rural,97,437,177,17,73,21,30,1,24,1,10,260
Nagpur,VILLAGE,Bothali,Rural,107,484,246,16,150,6,68,0,5,1,0,238
Nagpur,VILLAGE,Wakeshwar,Rural,105,448,251,24,140,3,50,1,13,5,15,197
Nagpur,VILLAGE,Waranga,Rural,192,887,407,85,273,23,22,0,4,0,0,480
Nagpur,VILLAGE,Tumdi,Rural,40,200,94,65,27,0,2,0,0,0,0,106
Nagpur,VILLAGE,Junapani,Rural,15,63,30,13,15,0,2,0,0,0,0,33
Nagpur,VILLAGE,Sindivihiri,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Deoli (Gujar),Rural,222,947,607,25,549,3,21,0,7,0,2,340
Nagpur,VILLAGE,Parsodi,Rural,88,365,222,45,143,4,20,2,5,2,1,143
Nagpur,VILLAGE,Vyahadghat,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Rengapar,Rural,2290,8976,3377,197,198,93,2175,31,209,46,428,5599
Nagpur,VILLAGE,Kirnapur,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Kolar,Rural,261,1198,699,154,192,15,249,6,34,2,47,499
Nagpur,VILLAGE,Ghoti,Rural,75,338,171,10,95,5,45,0,12,1,3,167
Nagpur,VILLAGE,Dhudhala,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Rampur,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Sonurli,Rural,105,459,269,34,132,6,89,1,6,0,1,190
Nagpur,VILLAGE,Rui khairi,Rural,752,2856,1161,26,155,52,857,4,24,4,39,1695
Nagpur,VILLAGE,Murarpur,Rural,110,206,127,0,0,0,120,0,0,0,7,79
Nagpur,VILLAGE,Dongargaon,Rural,2,6,3,0,1,1,1,0,0,0,0,3
Nagpur,VILLAGE,Gopalpur,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Mhasala,Rural,7,25,17,6,11,0,0,0,0,0,0,8
Nagpur,VILLAGE,Jaipur,Rural,68,313,189,68,112,1,8,0,0,0,0,124
Nagpur,VILLAGE,Kanhalgaon,Rural,66,282,174,70,97,0,5,0,1,0,1,108
Nagpur,VILLAGE,Khapari Subhedar,Rural,78,349,215,137,68,0,9,0,1,0,0,134
Nagpur,VILLAGE,Vathoda,Rural,39,188,103,2,81,0,9,0,11,0,0,85
Nagpur,VILLAGE,Jangeshwar,Rural,76,373,185,0,90,0,72,0,17,0,6,188
Nagpur,VILLAGE,Dhawalpeth,Rural,75,461,257,29,193,1,15,2,14,1,2,204
Nagpur,VILLAGE,Tarsi,Rural,112,453,282,19,11,0,23,34,193,0,2,171
Nagpur,VILLAGE,Borkhedi,Rural,556,2436,1125,48,652,24,246,9,52,18,76,1311
Nagpur,VILLAGE,Pipardol,Rural,11,39,18,1,0,1,15,0,0,0,1,21
Nagpur,VILLAGE,Sonegaon (mahar),Rural,218,966,504,159,251,1,52,3,30,1,7,462
Nagpur,VILLAGE,Kinhalmakadi,Rural,150,601,399,141,95,0,42,59,58,0,4,202
Nagpur,VILLAGE,Rahimabad,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Ridhora bk.,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Rahimapur,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Rama,Rural,297,1336,712,197,371,11,119,0,13,0,1,624
Nagpur,VILLAGE,Alagondi,Rural,107,480,308,130,119,9,34,3,6,0,7,172
Nagpur,VILLAGE,Bamhani,Rural,261,1111,555,99,251,6,115,21,49,0,14,556
Nagpur,VILLAGE,Dudha,Rural,168,708,409,62,208,1,40,1,97,0,0,299
Nagpur,VILLAGE,Nawegaon,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Mangli,Rural,61,271,159,82,63,2,10,0,1,0,1,112
Nagpur,VILLAGE,Kawtha,Rural,141,691,390,70,276,12,19,5,8,0,0,301
Nagpur,VILLAGE,Chicholi,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Chimanzari,Rural,60,255,126,19,44,1,8,6,48,0,0,129
Nagpur,VILLAGE,Tembhari,Rural,85,396,189,106,57,0,16,2,8,0,0,207
Nagpur,VILLAGE,Pohi,Rural,37,158,96,5,57,0,0,1,33,0,0,62
Nagpur,VILLAGE,Wadgaon kh.,Rural,4,13,9,0,5,0,2,0,2,0,0,4
Nagpur,VILLAGE,Daheli,Rural,166,728,410,66,126,3,24,0,188,0,3,318
Nagpur,VILLAGE,Kharda,Rural,41,178,108,35,51,1,2,6,13,0,0,70
Nagpur,VILLAGE,Chichkotha,Rural,25,105,72,18,18,0,4,0,31,0,1,33
Nagpur,VILLAGE,Mohgaon,Rural,118,503,326,57,240,3,14,5,3,0,4,177
Nagpur,VILLAGE,Sonegaon (lodhi),Rural,236,1030,619,65,400,14,55,2,74,1,8,411
Nagpur,VILLAGE,Wadmajara,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Tamaswadi,Rural,83,341,209,22,160,1,22,0,0,0,4,132
Nagpur,VILLAGE,Jasapur,Rural,80,351,189,79,100,0,9,0,0,0,1,162
Nagpur,VILLAGE,Ashta,Rural,211,868,447,108,196,14,33,3,87,1,5,421
Nagpur,CD BLOCK,Hingna,Rural,28603,121047,55105,10141,20915,827,16841,629,3915,148,1689,65942
Nagpur,VILLAGE,Khairi,Rural,80,367,205,36,164,0,3,0,2,0,0,162
Nagpur,VILLAGE,Devali (Kalbande),Rural,174,754,248,98,10,0,29,2,98,1,10,506
Nagpur,VILLAGE,Digdoh,Rural,197,775,419,130,208,3,74,0,4,0,0,356
Nagpur,VILLAGE,Walani,Rural,39,169,59,43,14,0,2,0,0,0,0,110
Nagpur,VILLAGE,Agargaon,Rural,135,652,307,115,183,0,7,1,0,0,1,345
Nagpur,VILLAGE,Dabha,Rural,124,535,187,90,84,0,12,0,1,0,0,348
Nagpur,VILLAGE,Nandera,Rural,50,151,110,31,78,0,0,1,0,0,0,41
Nagpur,VILLAGE,Ambazari,Rural,181,801,397,21,353,3,15,0,5,0,0,404
Nagpur,VILLAGE,Yerangaon,Rural,108,482,241,114,115,0,12,0,0,0,0,241
Nagpur,VILLAGE,Khapa Nipani,Rural,34,138,84,16,53,0,5,0,10,0,0,54
Nagpur,VILLAGE,Gidamgad,Rural,110,448,268,59,170,1,30,0,8,0,0,180
Nagpur,VILLAGE,Khapa kh,Rural,10,45,29,1,27,0,1,0,0,0,0,16
Nagpur,VILLAGE,Amgaon,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Gaurala,Rural,183,759,472,43,347,0,82,0,0,0,0,287
Nagpur,VILLAGE,Gothangaon,Rural,69,279,180,85,85,0,4,2,4,0,0,99
Nagpur,VILLAGE,Adegaon,Rural,353,1527,777,110,498,10,126,0,25,2,6,750
Nagpur,VILLAGE,Mohgaon-Dholya,Rural,85,359,192,68,99,0,25,0,0,0,0,167
Nagpur,VILLAGE,Kavdas,Rural,278,1541,645,239,329,5,49,1,20,0,2,896
Nagpur,VILLAGE,Dhanoli,Rural,109,414,156,25,1,1,17,9,101,0,2,258
Nagpur,VILLAGE,Khapri (karlekar),Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Kergondi,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Khorikhapa,Rural,1,1,1,0,0,0,1,0,0,0,0,0
Nagpur,VILLAGE,Nawegaon,Rural,73,262,169,10,148,0,11,0,0,0,0,93
Nagpur,VILLAGE,Kokardi,Rural,33,135,95,11,78,0,6,0,0,0,0,40
Nagpur,VILLAGE,Bid nilzodi,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Degma bk,Rural,127,458,289,103,135,0,46,0,5,0,0,169
Nagpur,VILLAGE,Mandawa,Rural,92,400,243,48,182,0,11,0,2,0,0,157
Nagpur,VILLAGE,Nanhi,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Mathani,Rural,40,155,109,38,54,0,4,4,8,0,1,46
Nagpur,VILLAGE,Itewahi,Rural,29,107,70,28,36,0,2,0,4,0,0,37
Nagpur,VILLAGE,Kajali,Rural,156,729,425,250,115,0,3,11,45,0,1,304
Nagpur,VILLAGE,Pendhari,Rural,140,593,281,137,85,0,31,8,19,0,1,312
Nagpur,VILLAGE,Devali,Rural,243,1181,651,174,161,7,24,20,253,5,7,530
Nagpur,VILLAGE,Kinhi,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Singardip,Rural,23,59,41,0,0,0,41,0,0,0,0,18
Nagpur,VILLAGE,Lakhamapur,Rural,57,223,135,41,84,0,10,0,0,0,0,88
Nagpur,VILLAGE,Kinhi,Rural,42,173,91,21,62,0,7,0,1,0,0,82
Nagpur,VILLAGE,Mandawa,Rural,245,840,615,77,133,3,387,2,4,0,9,225
Nagpur,VILLAGE,Bhansoli,Rural,91,466,168,60,47,0,55,2,3,0,1,298
Nagpur,VILLAGE,Khadki,Rural,157,690,407,64,303,7,32,0,1,0,0,283
Nagpur,VILLAGE,Kanholibara,Rural,1554,6844,3384,853,1520,53,356,24,494,18,66,3460
Nagpur,VILLAGE,Mauda,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Chauki,Rural,34,143,83,11,62,4,6,0,0,0,0,60
Nagpur,VILLAGE,Bibi,Rural,118,534,294,111,165,4,14,0,0,0,0,240
Nagpur,VILLAGE,Sawali,Rural,244,993,607,345,247,0,8,2,1,0,4,386
Nagpur,VILLAGE,Dongargaon,Rural,1,1,0,0,0,0,0,0,0,0,0,1
Nagpur,VILLAGE,Wanadongri,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Khapari (Gandhi),Rural,159,633,357,96,151,0,30,30,48,0,2,276
Nagpur,VILLAGE,Borgaon,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Waranga,Rural,6,27,13,7,6,0,0,0,0,0,0,14
Nagpur,VILLAGE,Alesur,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Dhokarda,Rural,180,752,411,203,180,1,26,0,0,0,1,341
Nagpur,VILLAGE,Kinhala,Rural,1,6,2,0,2,0,0,0,0,0,0,4
Nagpur,VILLAGE,Khairi kh,Rural,81,348,219,116,95,0,8,0,0,0,0,129
Nagpur,VILLAGE,Ghodeghat,Rural,144,556,324,106,150,1,12,9,45,0,1,232
Nagpur,VILLAGE,Bid-Ajangaon,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Ajangaon,Rural,189,751,429,114,7,3,15,24,251,1,14,322
Nagpur,VILLAGE,Wadgaon,Rural,97,357,219,4,155,0,51,2,3,0,4,138
Nagpur,VILLAGE,Haladgaon,Rural,124,495,284,32,194,1,37,0,17,1,2,211
Nagpur,VILLAGE,Chicholi,Rural,204,930,442,73,319,5,40,0,5,0,0,488
Nagpur,VILLAGE,Turagondi,Rural,94,376,233,11,177,8,37,0,0,0,0,143
Nagpur,VILLAGE,Neri,Rural,317,1405,680,149,358,10,106,15,40,0,2,725
Nagpur,VILLAGE,Kinhi,Rural,54,195,100,8,85,0,6,0,0,0,1,95
Nagpur,VILLAGE,Nildoh,Rural,98,426,179,107,60,0,2,0,10,0,0,247
Nagpur,VILLAGE,Mangrul,Rural,199,813,396,80,165,2,61,0,66,1,21,417
Nagpur,VILLAGE,Sinka,Rural,2,5,3,0,3,0,0,0,0,0,0,2
Nagpur,VILLAGE,Pendhari,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Sawardhota,Rural,12,36,16,0,3,0,13,0,0,0,0,20
Nagpur,VILLAGE,Sangam,Rural,154,668,270,85,135,5,26,2,11,0,6,398
Nagpur,VILLAGE,Khairi bk,Rural,413,1882,972,269,436,5,176,43,34,4,5,910
Nagpur,VILLAGE,Girola,Rural,119,595,368,143,96,2,20,76,29,0,2,227
Nagpur,VILLAGE,Metaumari,Rural,365,1538,830,207,354,3,140,11,104,1,10,708
Nagpur,VILLAGE,Mhasala,Rural,18,70,38,0,38,0,0,0,0,0,0,32
Nagpur,VILLAGE,Bid-mhasala,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Sukali (kalar),Rural,139,591,289,69,149,0,58,3,7,0,3,302
Nagpur,VILLAGE,Umari,Rural,181,846,514,242,237,3,18,4,8,0,2,332
Nagpur,VILLAGE,Zilpi,Rural,15,45,22,0,2,0,20,0,0,0,0,23
Nagpur,VILLAGE,Mohgaon,Rural,375,1653,844,130,445,2,119,7,120,1,20,809
Nagpur,VILLAGE,Mangli,Rural,135,579,301,53,139,5,34,5,64,0,1,278
Nagpur,VILLAGE,Dhanoli,Rural,236,952,528,120,318,5,75,3,5,0,2,424
Nagpur,VILLAGE,Raipur,Rural,1891,8653,3111,198,371,203,2055,17,106,44,117,5542
Nagpur,VILLAGE,Wagdara,Rural,2333,9437,3280,44,31,72,2697,12,21,6,397,6157
Nagpur,VILLAGE,Hingna,Rural,1794,7668,2816,328,831,70,1249,28,203,3,104,4852
Nagpur,VILLAGE,Kinhi,Rural,169,781,376,133,183,3,39,4,11,0,3,405
Nagpur,VILLAGE,Nanda kh,Rural,12,40,25,0,24,0,1,0,0,0,0,15
Nagpur,VILLAGE,Mandavghorad,Rural,262,1143,626,158,384,2,74,0,8,0,0,517
Nagpur,VILLAGE,Bhivkund,Rural,4,10,7,1,6,0,0,0,0,0,0,3
Nagpur,VILLAGE,Degma kh,Rural,173,732,421,69,25,0,41,11,274,0,1,311
Nagpur,VILLAGE,Junewani,Rural,232,1017,578,226,236,1,52,17,42,3,1,439
Nagpur,VILLAGE,Khairy kh,Rural,48,204,148,4,35,0,108,1,0,0,0,56
Nagpur,VILLAGE,Ukhali,Rural,139,990,331,19,199,2,107,0,3,1,0,659
Nagpur,VILLAGE,Mondha,Rural,366,1482,722,67,40,3,335,15,236,3,23,760
Nagpur,VILLAGE,Sukali,Rural,117,513,225,30,140,0,33,0,18,0,4,288
Nagpur,VILLAGE,Takali,Rural,54,230,142,0,55,0,15,0,72,0,0,88
Nagpur,VILLAGE,Khadka,Rural,100,371,177,19,112,0,37,1,8,0,0,194
Nagpur,VILLAGE,Salaimendha,Rural,84,346,224,97,114,0,1,1,11,0,0,122
Nagpur,VILLAGE,Sawangi (Devali),Rural,468,2138,1067,235,672,4,123,2,22,2,7,1071
Nagpur,VILLAGE,Panjari,Rural,106,408,244,48,121,1,41,0,6,0,27,164
Nagpur,VILLAGE,Kirmati,Rural,31,145,77,19,26,0,29,1,0,1,1,68
Nagpur,VILLAGE,Shivmadka,Rural,33,154,75,24,34,0,8,1,5,0,3,79
Nagpur,VILLAGE,Sumthana,Rural,44,201,82,40,38,0,4,0,0,0,0,119
Nagpur,VILLAGE,Kotewada,Rural,291,1496,729,205,172,3,69,1,29,0,250,767
Nagpur,VILLAGE,Sondapar,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Gumgaon,Rural,1097,5250,2072,380,1435,28,207,2,13,4,3,3178
Nagpur,VILLAGE,Devali (Amgaon),Rural,187,851,427,33,352,5,33,1,1,0,2,424
Nagpur,VILLAGE,Bid-borgaon,Rural,76,338,211,16,185,0,9,0,1,0,0,127
Nagpur,VILLAGE,Pitesur,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Amgaon,Rural,378,1687,761,77,433,33,102,4,89,9,14,926
Nagpur,VILLAGE,Ladgaon,Rural,8,31,15,0,11,0,4,0,0,0,0,16
Nagpur,VILLAGE,Godhani,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Dhanoli,Rural,48,235,99,39,51,1,8,0,0,0,0,136
Nagpur,VILLAGE,Wagdara,Rural,699,3108,1257,111,673,29,251,17,172,0,4,1851
Nagpur,VILLAGE,Kanholi,Rural,43,209,129,17,97,0,10,3,2,0,0,80
Nagpur,VILLAGE,Kanholi (Rithi),Rural,4,14,10,0,10,0,0,0,0,0,0,4
Nagpur,VILLAGE,Wadgaon,Rural,179,748,420,181,158,4,19,46,12,0,0,328
Nagpur,VILLAGE,Menkhat,Rural,0,0,0,0,0,0,0,0,0,0,0,0
