District_Name,Level,Name,Total/Rural/Urban,No of Households,Total Population Person,Total Worker Population Person,Main Cultivator Population Person,Main Agricultural Labourers Population Person,Main Household Industries Population Person,Main Other Workers Population Person,Marginal Cultivator Population Person,Marginal Agriculture Labourers Population Person,Marginal Household Industries Population Person,Marginal Other Workers Population Person,Non Working Population Person
Pune,VILLAGE,Vachape,Rural,36,141,61,23,14,5,18,0,0,0,1,80
Pune,VILLAGE,Ambegaon,Rural,15,65,38,5,14,0,19,0,0,0,0,27
Pune,VILLAGE,Phulvade,Rural,343,1859,818,666,36,2,50,15,21,5,23,1041
Pune,VILLAGE,Mahalunge Tarf Ghoda,Rural,56,254,178,165,3,0,0,10,0,0,0,76
Pune,VILLAGE,Dimbhe Bk.,Rural,153,748,457,172,229,1,55,0,0,0,0,291
Pune,VILLAGE,Koltavade,Rural,64,319,243,233,3,1,3,2,0,0,1,76
Pune,VILLAGE,Kalambai,Rural,3,24,13,13,0,0,0,0,0,0,0,11
Pune,VILLAGE,Jambhori,Rural,269,1228,741,723,0,3,10,2,0,0,3,487
Pune,VILLAGE,Nandurkichi Wadi,Rural,138,640,361,343,6,0,11,1,0,0,0,279
Pune,VILLAGE,Magholi,Rural,28,148,85,75,8,0,2,0,0,0,0,63
Pune,VILLAGE,Savarli,Rural,28,133,71,63,3,0,4,0,1,0,0,62
Pune,VILLAGE,Sakeri,Rural,52,274,146,141,1,1,1,2,0,0,0,128
Pune,VILLAGE,Kondhaval,Rural,148,836,430,387,23,3,9,5,2,0,1,406
Pune,VILLAGE,Nigdale,Rural,175,790,422,277,55,3,59,4,0,0,24,368
Pune,VILLAGE,Terungan,Rural,48,427,126,42,9,0,20,29,24,0,2,301
Pune,VILLAGE,Pimpari,Rural,71,399,106,95,6,0,3,1,0,0,1,293
Pune,VILLAGE,Rajpur,Rural,150,642,384,146,20,2,38,5,172,0,1,258
Pune,VILLAGE,Gadewadi,Rural,93,687,221,112,5,0,11,91,1,1,0,466
Pune,VILLAGE,Phalode,Rural,88,464,230,120,31,0,4,72,3,0,0,234
Pune,VILLAGE,Tale Ghar,Rural,228,1073,480,243,19,34,56,93,26,2,7,593
Pune,VILLAGE,Chikhali,Rural,173,776,482,273,15,2,97,11,5,1,78,294
Pune,VILLAGE,Pokhari,Rural,298,1480,692,579,29,0,48,31,5,0,0,788
Pune,VILLAGE,Rajewadi,Rural,180,852,488,141,157,22,132,4,3,1,28,364
Pune,VILLAGE,Gohe Kh.,Rural,216,1060,670,615,33,1,19,2,0,0,0,390
Pune,VILLAGE,Mapoli,Rural,53,238,63,54,4,0,3,0,1,0,1,175
Pune,VILLAGE,Gohe Bk.,Rural,600,3010,1566,996,289,18,122,25,46,0,70,1444
Pune,VILLAGE,Dimbhe Kh.,Rural,179,758,465,124,166,19,127,11,6,0,12,293
Pune,VILLAGE,Supedhar,Rural,149,687,429,245,53,12,117,0,0,0,2,258
Pune,VILLAGE,Apati,Rural,35,164,104,101,0,0,1,0,0,0,2,60
Pune,VILLAGE,Gangapur Kh.,Rural,339,1566,826,649,71,11,48,10,30,4,3,740
Pune,VILLAGE,Amondi,Rural,436,2051,1212,632,249,8,32,117,136,6,32,839
Pune,VILLAGE,Falakewadi,Rural,96,355,224,193,11,3,11,2,3,0,1,131
Pune,VILLAGE,Girawali,Rural,456,2179,952,776,125,2,41,4,1,0,3,1227
Pune,VILLAGE,Ramwadi,Rural,85,440,284,266,2,1,8,5,0,0,2,156
Pune,VILLAGE,Thakar Wadi,Rural,427,2235,1434,563,818,0,26,4,5,0,18,801
Pune,VILLAGE,Pimpalgaon Tarf Ghoda,Rural,299,1237,694,396,194,1,89,7,7,0,0,543
Pune,VILLAGE,Pokharkarwadi,Rural,151,728,498,177,186,2,5,13,98,1,16,230
Pune,VILLAGE,Gangapur Bk.,Rural,467,2033,1212,809,97,32,77,6,169,6,16,821
Pune,VILLAGE,Chaptewadi kanas,Rural,109,453,208,66,115,0,8,0,18,0,1,245
Pune,VILLAGE,Kanase,Rural,273,1164,661,390,202,3,23,2,39,0,2,503
Pune,VILLAGE,Shinoli,Rural,869,3802,1989,516,574,58,405,49,295,33,59,1813
Pune,VILLAGE,Phaladewadi Ugalewadi,Rural,311,1261,799,552,216,0,12,6,13,0,0,462
Pune,VILLAGE,Talekar Wadi,Rural,124,522,333,231,66,4,15,12,2,0,3,189
Pune,VILLAGE,Sal,Rural,199,762,399,240,77,2,61,10,2,0,7,363
Pune,VILLAGE,Ghodegaon,Rural,1917,8591,3990,1133,746,104,1620,152,61,10,164,4601
Pune,VILLAGE,Koldara Gonawadi,Rural,232,965,570,242,193,9,31,14,75,2,4,395
Pune,VILLAGE,Dhondmal Shindewadi,Rural,272,1152,634,366,130,2,119,2,9,0,6,518
Pune,VILLAGE,Chincholi,Rural,287,1311,702,304,229,7,148,3,6,0,5,609
Pune,VILLAGE,Kadewadi,Rural,149,670,450,331,111,0,6,0,0,0,2,220
Pune,VILLAGE,Chas,Rural,504,2345,1222,724,342,15,119,9,2,1,10,1123
Pune,VILLAGE,Narodi,Rural,728,3376,1719,1163,250,9,193,32,32,9,31,1657
Pune,VILLAGE,Chinchodi,Rural,114,510,324,96,37,0,61,33,28,0,69,186
Pune,VILLAGE,Ambedara,Rural,140,611,421,90,317,1,13,0,0,0,0,190
Pune,VILLAGE,Dhakale,Rural,140,636,441,212,48,5,44,33,68,5,26,195
Pune,VILLAGE,Gawarwadi,Rural,79,287,182,95,32,0,33,10,5,0,7,105
Pune,VILLAGE,Kalewadi Darekarwadi,Rural,434,2007,887,373,145,16,289,13,10,6,35,1120
Pune,VILLAGE,Kolwadi Kotamdara,Rural,371,1749,1032,537,349,1,57,39,33,1,15,717
Pune,VILLAGE,Pinglewadi Landewadi,Rural,238,1036,622,442,121,4,44,3,5,1,2,414
Pune,VILLAGE,Shewalwadi landewadi,Rural,859,4083,2174,1286,369,18,477,4,3,1,16,1909
Pune,VILLAGE,Malawadi,Rural,285,1373,789,631,89,2,64,3,0,0,0,584
Pune,VILLAGE,Thakarwadi,Rural,152,675,380,132,157,7,65,8,7,3,1,295
Pune,VILLAGE,Mahalunge Padawal,Rural,778,3483,1873,857,306,48,157,242,164,77,22,1610
Pune,VILLAGE,Vitthalwadi,Rural,185,797,451,309,63,5,53,6,9,0,6,346
Pune,VILLAGE,Takewadi,Rural,224,1024,609,293,276,0,34,5,0,0,1,415
Pune,VILLAGE,Sakore,Rural,326,1550,918,624,136,2,144,3,2,0,7,632
Pune,VILLAGE,Nandur,Rural,250,1127,640,372,167,3,93,3,0,0,2,487
Pune,VILLAGE,Kalamb,Rural,1220,5861,2931,1577,663,12,594,17,30,5,33,2930
Pune,VILLAGE,Lauki,Rural,202,924,530,386,94,3,45,0,1,0,1,394
Pune,VILLAGE,Chandoli Bk.,Rural,818,3859,2295,1541,452,25,213,31,18,2,13,1564
Pune,VILLAGE,Khadaki,Rural,598,3065,1613,929,192,20,149,51,249,3,20,1452
Pune,VILLAGE,Thorandale,Rural,382,1813,1021,829,78,11,67,4,23,1,8,792
Pune,VILLAGE,Ranjani,Rural,783,3800,2066,1251,426,54,300,17,12,1,5,1734
Pune,VILLAGE,Jadhavwadi (Ranjani),Rural,201,1057,703,569,48,8,44,24,7,1,2,354
Pune,VILLAGE,Nagapur,Rural,370,1887,1361,958,161,8,23,167,40,0,4,526
Pune,VILLAGE,Valati,Rural,697,3585,2240,1486,352,90,159,99,22,15,17,1345
Pune,VILLAGE,Bhagadi,Rural,136,640,399,226,66,4,35,49,19,0,0,241
Pune,VILLAGE,Shingave,Rural,873,4083,2515,1931,274,10,275,8,14,0,3,1568
Pune,VILLAGE,Vadgaon Kashimbeg,Rural,561,2617,1488,980,238,34,218,3,5,0,10,1129
Pune,VILLAGE,Sultanpur,Rural,68,357,211,144,64,0,3,0,0,0,0,146
Pune,VILLAGE,Eklahare,Rural,414,2054,882,407,233,1,170,8,57,0,6,1172
Pune,VILLAGE,Chandoli Kh.,Rural,387,1843,947,545,139,6,212,21,5,1,18,896
Pune,VILLAGE,Mordewadi,Rural,711,2965,1370,475,172,11,693,1,7,0,11,1595
Pune,VILLAGE,Walunjwadi,Rural,200,1026,614,241,17,1,105,39,145,0,66,412
Pune,VILLAGE,Nighutwadi,Rural,959,4709,2381,836,148,44,685,146,422,31,69,2328
Pune,VILLAGE,Kurwandi,Rural,512,2435,1475,1242,101,17,82,12,4,1,16,960
Pune,VILLAGE,Kolharwadi,Rural,142,735,436,352,62,3,18,1,0,0,0,299
Pune,VILLAGE,Thugaon,Rural,210,1119,645,577,23,6,30,4,2,0,3,474
Pune,VILLAGE,Bhawadi,Rural,273,1308,808,683,49,18,51,5,1,0,1,500
Pune,VILLAGE,Shewalwadi,Rural,325,1572,924,375,298,8,218,1,2,2,20,648
Pune,VILLAGE,Karegaon,Rural,284,1454,848,681,87,2,68,8,1,0,1,606
Pune,VILLAGE,Peth,Rural,1116,5415,3035,1712,410,35,773,47,29,3,26,2380
Pune,VILLAGE,Shriramnagar,Rural,72,380,281,86,3,1,8,175,7,0,1,99
Pune,VILLAGE,Tamblemala,Rural,227,1145,691,522,55,2,31,51,22,0,8,454
Pune,VILLAGE,Pimpalgaon Tarf Mahalunge,Rural,932,4924,2747,2106,312,6,290,23,4,1,5,2177
Pune,VILLAGE,Vachalmala,Rural,215,974,654,469,62,0,81,29,4,0,9,320
Pune,VILLAGE,Shindemala,Rural,274,1296,868,775,36,0,56,1,0,0,0,428
Pune,VILLAGE,Awasari Kh,Rural,966,4441,2319,1444,134,41,435,25,28,12,200,2122
Pune,VILLAGE,Bhorwadi,Rural,241,1052,552,313,113,6,76,10,24,0,10,500
Pune,VILLAGE,Khadakamala,Rural,225,987,592,449,59,2,79,1,0,0,2,395
Pune,VILLAGE,Pargaon Tarf Khed,Rural,674,3504,2044,1549,292,10,175,6,5,1,6,1460
Pune,VILLAGE,Bharadi,Rural,363,1841,1103,706,118,2,60,49,166,1,1,738
Pune,VILLAGE,Jawale,Rural,325,1530,880,599,187,3,51,28,9,0,3,650
Pune,VILLAGE,Nirgoodsar,Rural,1076,4999,2824,1473,729,18,424,63,96,5,16,2175
Pune,VILLAGE,Awasari Bk.,Rural,1340,6267,3345,1806,760,63,615,28,31,7,35,2922
Pune,VILLAGE,Gavdewadi,Rural,569,2572,1520,908,472,5,93,19,16,0,7,1052
Pune,VILLAGE,Tavharewadi,Rural,218,1032,600,374,106,57,40,6,7,1,9,432
Pune,VILLAGE,Mengadewadi,Rural,370,1764,1060,842,104,4,67,22,5,1,15,704
Pune,VILLAGE,Pargaon Tarf Awasari Bk.,Rural,1400,6487,3668,1220,1697,78,552,61,29,3,28,2819
Pune,VILLAGE,Jarkarwadi,Rural,711,3258,2038,1517,239,11,166,79,17,2,7,1220
Pune,VILLAGE,Kathapur Bk.,Rural,421,2075,1182,881,192,7,57,26,11,1,7,893
Pune,VILLAGE,Devgaon,Rural,182,832,525,342,131,0,38,6,3,0,5,307
Pune,VILLAGE,Lakhangaon,Rural,394,2024,1107,540,476,6,81,0,1,0,3,917
Pune,VILLAGE,Pondewadi,Rural,344,1498,873,618,83,0,78,19,32,3,40,625
Pune,VILLAGE,Pahaddara,Rural,182,795,365,164,185,2,7,2,4,0,1,430
Pune,VILLAGE,Khadakwadi,Rural,398,1910,1080,581,394,9,66,7,20,1,2,830
Pune,VILLAGE,Dhamani,Rural,673,2814,1634,1082,177,36,203,72,44,7,13,1180
Pune,VILLAGE,Ranmala,Rural,244,1092,706,472,159,3,61,3,6,0,2,386
Pune,VILLAGE,Shirdale ,Rural,66,292,98,76,11,0,7,0,0,0,4,194
Pune,VILLAGE,Loni,Rural,635,2599,1366,559,427,19,306,5,10,8,32,1233
Pune,VILLAGE,Vadgaon Pir,Rural,319,1381,677,463,68,0,77,5,58,1,5,704
Pune,VILLAGE,Mondalewadi,Rural,194,831,550,476,22,0,6,1,0,0,45,281
Pune,CD BLOCK,Shirur,Rural,66309,321644,175546,104318,26863,2290,34386,2734,2005,434,2516,146098
Pune,VILLAGE,Kathapur Kh.,Rural,220,1155,706,570,118,0,15,1,1,0,1,449
Pune,VILLAGE,Pimparkhed,Rural,877,4318,2489,1437,781,57,160,4,33,6,11,1829
Pune,VILLAGE,Jambut,Rural,722,3448,1949,1324,144,31,320,101,20,1,8,1499
Pune,VILLAGE,Saradwadi,Rural,199,1071,685,625,25,5,25,3,2,0,0,386
Pune,VILLAGE,Chandoh,Rural,366,1741,973,818,108,4,38,3,2,0,0,768
Pune,VILLAGE,Fakate,Rural,313,1426,831,627,90,19,69,1,1,2,22,595
Pune,VILLAGE,Vadner Kh.,Rural,406,2107,1186,751,266,34,65,8,44,9,9,921
Pune,VILLAGE,Takali Haji,Rural,1159,5952,3291,2109,705,56,366,26,22,1,6,2661
Pune,VILLAGE,Malwadi,Rural,248,1281,755,603,125,1,23,3,0,0,0,526
Pune,VILLAGE,Sawlewadi,Rural,176,997,562,531,21,0,7,2,1,0,0,435
Pune,VILLAGE,Nimgaon Dude,Rural,353,1791,1170,914,120,16,71,9,27,5,8,621
Pune,VILLAGE,Kawathe,Rural,1392,7184,4004,2804,722,50,397,12,9,2,8,3180
Pune,VILLAGE,Echakewadi,Rural,126,604,364,293,25,0,27,17,2,0,0,240
Pune,VILLAGE,Savindane,Rural,815,3996,2365,1699,437,48,169,1,2,2,7,1631
Pune,VILLAGE,Munjalwadi,Rural,238,1366,830,784,30,4,10,2,0,0,0,536
Pune,VILLAGE,Ravadewadi,Rural,206,1090,636,511,109,1,15,0,0,0,0,454
Pune,VILLAGE,Dongargan,Rural,196,1079,560,435,96,1,23,2,3,0,0,519
Pune,VILLAGE,Mhase Bk.,Rural,232,1177,618,444,98,3,62,5,3,0,3,559
Pune,VILLAGE,Amdabad,Rural,417,2074,1240,675,288,10,102,22,99,8,36,834
Pune,VILLAGE,Malthan,Rural,896,4714,2541,1762,234,51,369,41,33,10,41,2173
Pune,VILLAGE,Lakhewadi,Rural,220,1022,661,302,62,30,52,206,0,6,3,361
Pune,VILLAGE,Midgulwadi,Rural,201,926,615,493,47,0,66,0,0,4,5,311
Pune,VILLAGE,Thapewadi Pimpalwadi,Rural,326,1559,986,753,43,10,116,46,9,0,9,573
Pune,VILLAGE,Malwadi Agarkarwadi,Rural,143,642,362,233,31,1,88,1,1,1,6,280
Pune,VILLAGE,Futanwadi Akharimal,Rural,278,1264,701,557,39,2,102,0,0,0,1,563
Pune,VILLAGE,Pabal,Rural,860,3857,1743,858,98,59,633,8,43,5,39,2114
Pune,VILLAGE,Zodagewadi,Rural,195,856,521,355,57,1,100,2,4,0,2,335
Pune,VILLAGE,Choudhar Bend,Rural,168,902,554,439,33,1,79,1,1,0,0,348
Pune,VILLAGE,Khaire Nagad,Rural,278,1261,756,617,43,2,88,3,2,0,1,505
Pune,VILLAGE,Kanhur mesai,Rural,830,4028,2265,1587,240,48,297,27,26,14,26,1763
Pune,VILLAGE,Shastabad,Rural,92,403,236,158,10,1,50,12,3,0,2,167
Pune,VILLAGE,Chincholi,Rural,355,1698,1104,978,27,7,69,4,0,3,16,594
Pune,VILLAGE,Khairewadi,Rural,184,965,605,462,45,15,78,2,0,0,3,360
Pune,VILLAGE,Dhamari,Rural,817,3909,2428,1733,327,32,299,9,20,1,7,1481
Pune,VILLAGE,Thitewadi,Rural,184,827,435,334,41,1,53,0,3,0,3,392
Pune,VILLAGE,Mahadeo Wadi,Rural,291,1432,928,720,21,7,142,7,11,0,20,504
Pune,VILLAGE,Kendur,Rural,1030,4864,2689,1584,517,37,447,18,17,3,66,2175
Pune,VILLAGE,Sukrewadi,Rural,138,747,345,282,26,1,36,0,0,0,0,402
Pune,VILLAGE,Parhadwadi,Rural,157,840,472,306,132,0,29,1,1,1,2,368
Pune,VILLAGE,Karandi,Rural,1084,5248,3303,2389,349,7,432,100,8,3,15,1945
Pune,VILLAGE,Mukhai,Rural,533,2635,1466,978,192,24,120,9,123,7,13,1169
Pune,VILLAGE,Hivare,Rural,439,2126,1277,812,82,18,205,98,29,16,17,849
Pune,VILLAGE,Pimpale Khalsa,Rural,399,2010,1183,876,143,2,156,3,1,0,2,827
Pune,VILLAGE,Jategaon Bk.,Rural,508,2787,1555,1096,153,11,227,12,14,10,32,1232
Pune,VILLAGE,Jategaon Kh.,Rural,398,1835,1158,760,262,0,129,0,2,0,5,677
Pune,VILLAGE,Shingadwadi,Rural,187,1093,645,570,10,25,32,2,4,0,2,448
Pune,VILLAGE,Varude,Rural,282,1431,949,840,49,20,32,3,2,2,1,482
Pune,VILLAGE,Waghale,Rural,400,2111,1331,1089,130,1,99,2,1,1,8,780
Pune,VILLAGE,Sone Sangavi,Rural,446,2290,1285,782,184,5,242,20,11,2,39,1005
Pune,VILLAGE,Nimgaon Bhogi,Rural,330,1645,991,688,94,2,192,7,0,0,8,654
Pune,VILLAGE,Annapur,Rural,681,3516,1922,1144,390,16,256,17,29,0,70,1594
Pune,VILLAGE,Shirur,Rural,1480,6646,2837,767,361,45,1438,29,58,2,137,3809
Pune,VILLAGE,Kardilwadi,Rural,296,1634,921,418,234,1,172,26,18,0,52,713
Pune,VILLAGE,Saradwadi,Rural,486,2270,1049,477,98,3,356,48,51,0,16,1221
Pune,VILLAGE,Tardobachiwadi,Rural,642,3010,1465,631,365,29,416,8,12,1,3,1545
Pune,VILLAGE,Golegaon,Rural,496,2244,1272,879,283,3,91,2,4,0,10,972
Pune,VILLAGE,Karegaon,Rural,1245,5257,2152,516,45,48,1472,7,4,4,56,3105
Pune,VILLAGE,Dhok Sangavi,Rural,647,2987,1553,739,249,10,508,8,8,0,31,1434
Pune,VILLAGE,Pimpari Dumala,Rural,190,1010,643,522,67,2,42,3,7,0,0,367
Pune,VILLAGE,Ganegaon Khalsa,Rural,465,2327,1317,924,232,2,155,1,1,0,2,1010
Pune,VILLAGE,Burunjwadi,Rural,235,1184,676,505,63,6,101,1,0,0,0,508
Pune,VILLAGE,Khandale,Rural,366,1831,1089,733,101,31,181,9,6,1,27,742
Pune,VILLAGE,Ranjangaon Ganpati,Rural,3179,13427,7212,1931,215,111,4753,30,13,10,149,6215
Pune,VILLAGE,Babhulsar Kh.,Rural,360,1792,913,446,98,20,333,0,2,2,12,879
Pune,VILLAGE,Bhambarde,Rural,325,1644,1055,887,64,5,90,1,1,0,7,589
Pune,VILLAGE,Karanjawane,Rural,340,1589,1074,854,100,8,79,29,0,0,4,515
Pune,VILLAGE,Rautwadi,Rural,184,889,542,485,15,1,38,3,0,0,0,347
Pune,VILLAGE,Kondhapuri,Rural,695,3091,1352,612,168,24,484,9,14,0,41,1739
Pune,VILLAGE,Nimgaon Mhalungi,Rural,953,4784,2574,1600,398,36,455,16,21,3,45,2210
Pune,VILLAGE,Kasari,Rural,504,2659,1516,859,303,13,307,11,11,3,9,1143
Pune,VILLAGE,Shikrapur,Rural,4670,19374,7983,2288,504,128,4805,39,25,10,184,11391
Pune,VILLAGE,Pimpale Jagtap,Rural,685,3378,1725,802,249,19,594,6,22,2,31,1653
Pune,VILLAGE,Wajewadi,Rural,376,1884,1202,996,91,3,91,17,3,0,1,682
Pune,VILLAGE,Apti,Rural,280,1378,699,306,81,17,139,4,11,111,30,679
Pune,VILLAGE,Wadhu Bk.,Rural,1056,5700,3083,1772,131,149,840,114,23,13,41,2617
Pune,VILLAGE,Dingrajwadi,Rural,239,1417,846,515,28,10,186,50,5,2,50,571
Pune,VILLAGE,Darekarwadi,Rural,254,1216,659,506,22,6,119,3,2,1,0,557
Pune,VILLAGE,Talegaon Dhamdhere,Rural,3205,15393,7666,3474,821,166,2729,165,95,23,193,7727
Pune,VILLAGE,Takali Bhima,Rural,581,2885,1700,979,541,12,149,13,3,0,3,1185
Pune,VILLAGE,Vitthalwadi,Rural,662,3256,1773,1002,530,10,162,45,14,5,5,1483
Pune,VILLAGE,Dhanore,Rural,387,1981,1241,802,319,0,118,2,0,0,0,740
Pune,VILLAGE,Karade,Rural,780,3638,2126,1166,333,40,395,57,86,11,38,1512
Pune,VILLAGE,Chavhanwadi,Rural,268,1442,803,676,28,0,96,3,0,0,0,639
Pune,VILLAGE,Motewadi,Rural,111,610,304,271,23,0,8,0,2,0,0,306
Pune,VILLAGE,Nimone,Rural,993,4862,2943,2107,393,42,237,81,32,10,41,1919
Pune,VILLAGE,Ambale,Rural,730,3627,2200,1368,398,38,370,10,8,1,7,1427
Pune,VILLAGE,Dahiwadi,Rural,270,1356,814,595,100,15,92,9,2,1,0,542
Pune,VILLAGE,Parodi,Rural,217,1201,587,346,89,0,132,5,5,0,10,614
Pune,VILLAGE,Shivtakrar Mahalungi,Rural,90,494,295,218,28,3,41,0,4,0,1,199
Pune,VILLAGE,Uralgaon,Rural,632,3014,1791,1264,367,7,135,1,13,0,4,1223
Pune,VILLAGE,Arangaon,Rural,172,1010,586,489,50,1,46,0,0,0,0,424
Pune,VILLAGE,Alegaon Paga,Rural,625,3183,1835,1067,432,13,267,33,16,0,7,1348
Pune,VILLAGE,Nhavara,Rural,1561,7429,3905,2023,890,79,774,34,31,12,62,3524
Pune,VILLAGE,Kohakdewadi,Rural,392,1837,1081,673,277,7,65,11,3,11,34,756
Pune,VILLAGE,Rakshewadi,Rural,159,790,458,276,45,2,51,81,2,0,1,332
Pune,VILLAGE,Ranjangaon Sandas,Rural,743,4096,2365,1485,561,14,149,51,42,4,59,1731
Pune,VILLAGE,Shindodi,Rural,312,1444,591,320,115,5,110,0,0,2,39,853
Pune,VILLAGE,Chinchani,Rural,441,2107,1007,486,239,3,107,41,20,1,110,1100
Pune,VILLAGE,Gunat,Rural,541,2613,1231,529,546,17,91,11,27,1,9,1382
Pune,VILLAGE,Nirvi,Rural,541,2488,1523,1006,365,28,103,4,8,6,3,965
Pune,VILLAGE,Andhalgaon,Rural,329,1848,1088,829,207,4,39,1,6,0,2,760
Pune,VILLAGE,Nagargaon,Rural,607,3395,2051,1511,441,7,70,8,10,0,4,1344
Pune,VILLAGE,Kuruli,Rural,321,1388,756,366,145,8,127,78,28,1,3,632
Pune,VILLAGE,Kolgaon Dolas,Rural,208,967,535,374,138,0,22,1,0,0,0,432
Pune,VILLAGE,Shirasgaon Kata,Rural,802,3883,2285,1324,408,36,334,38,35,8,102,1598
Pune,VILLAGE,Dhumalwadi,Rural,135,721,459,378,32,2,45,0,1,0,1,262
Pune,VILLAGE,Pimpalsuti,Rural,368,1948,1187,671,131,29,124,58,123,28,23,761
Pune,VILLAGE,Inamgaon,Rural,1046,5311,2808,1593,826,15,236,56,23,4,55,2503
Pune,VILLAGE,Vadgaon Rasai,Rural,1206,6383,3316,1769,983,52,435,15,42,5,15,3067
Pune,VILLAGE,Sadalgaon,Rural,519,2635,1388,760,409,5,149,27,12,3,23,1247
Pune,VILLAGE,Mandavgan Farata,Rural,1962,9543,5217,2327,1657,77,556,306,241,6,47,4326
Pune,VILLAGE,Faradwadi,Rural,243,1216,722,499,118,2,50,25,9,1,18,494
Pune,VILLAGE,Bambhulsar Bk.,Rural,351,1805,977,486,237,3,96,82,47,0,26,828
Pune,VILLAGE,Ganegaon Dumala,Rural,474,2512,1434,1199,139,37,34,8,16,0,1,1078
Pune,VILLAGE,Tandali,Rural,686,3411,1863,1149,518,4,118,17,8,0,49,1548
Pune,CD BLOCK,Khed,Rural,66818,320782,170828,89163,24743,2932,38531,5238,4281,631,5309,149954
Pune,VILLAGE,Bhorgiri,Rural,200,851,500,55,372,2,69,1,1,0,0,351
Pune,VILLAGE,Bhivegaon,Rural,55,237,151,118,10,0,19,1,0,0,3,86
Pune,VILLAGE,Karkudi,Rural,69,364,221,2,164,3,4,1,45,1,1,143
Pune,VILLAGE,Mandoshi,Rural,172,743,485,412,51,12,6,1,0,2,1,258
Pune,VILLAGE,Naiphad,Rural,434,2078,1197,721,116,7,115,109,69,29,31,881
Pune,VILLAGE,Kharoshi,Rural,222,932,602,319,6,2,57,210,4,1,3,330
Pune,VILLAGE,Awhat,Rural,346,1631,964,596,15,0,94,156,69,5,29,667
Pune,VILLAGE,Valad,Rural,327,1407,869,480,185,9,53,90,37,5,10,538
Pune,VILLAGE,Wada,Rural,1225,5523,2395,1227,464,95,350,114,20,37,88,3128
Pune,VILLAGE,Darakwadi,Rural,110,519,303,158,14,0,112,3,5,0,11,216
Pune,VILLAGE,Kahu,Rural,72,289,168,85,67,0,5,9,2,0,0,121
Pune,VILLAGE,Koyali Tarf Wada,Rural,77,329,166,0,0,0,1,32,132,0,1,163
Pune,VILLAGE,Sakurdi,Rural,351,1672,1090,616,393,10,39,13,15,0,4,582
Pune,VILLAGE,Majgaon,Rural,55,271,168,67,75,1,24,0,1,0,0,103
Pune,VILLAGE,Tiphanwadi,Rural,71,315,195,93,84,0,15,1,0,2,0,120
Pune,VILLAGE,Surkundi,Rural,114,524,363,353,3,0,5,1,1,0,0,161
Pune,VILLAGE,Goregaon,Rural,140,653,424,206,177,0,8,11,20,1,1,229
Pune,VILLAGE,Kalmodi,Rural,117,511,309,224,23,2,7,35,18,0,0,202
Pune,VILLAGE,Dhamangaon Bk.,Rural,69,307,220,28,134,7,25,0,20,0,6,87
Pune,VILLAGE,Ekalahare,Rural,133,711,561,235,172,0,129,15,7,0,3,150
Pune,VILLAGE,Dehane,Rural,253,1136,697,131,242,43,117,1,87,25,51,439
Pune,VILLAGE,Wanjale,Rural,51,234,151,43,91,7,7,0,3,0,0,83
Pune,VILLAGE,Shendurli,Rural,100,492,138,95,0,0,41,2,0,0,0,354
Pune,VILLAGE,Dhamangaon Kh.,Rural,159,793,430,406,2,0,19,3,0,0,0,363
Pune,VILLAGE,Dhuoli,Rural,65,289,140,91,28,0,21,0,0,0,0,149
Pune,VILLAGE,Shirgaon,Rural,77,313,139,69,28,0,42,0,0,0,0,174
Pune,VILLAGE,Tokavade,Rural,165,871,482,328,116,0,14,8,16,0,0,389
Pune,VILLAGE,Bhomale,Rural,148,664,398,141,9,4,33,17,100,3,91,266
Pune,VILLAGE,Pabhe,Rural,53,206,107,75,29,0,3,0,0,0,0,99
Pune,VILLAGE,Kharpud,Rural,110,605,342,250,17,0,5,57,2,0,11,263
Pune,VILLAGE,Moroshi,Rural,97,469,280,270,1,3,4,0,0,1,1,189
Pune,VILLAGE,Ghotavadi,Rural,250,1331,707,620,22,2,54,3,3,0,3,624
Pune,VILLAGE,Parsul,Rural,106,538,177,131,32,2,10,2,0,0,0,361
Pune,VILLAGE,Kude Bk.,Rural,273,1355,844,667,105,16,39,2,3,2,10,511
Pune,VILLAGE,Kude Kh.,Rural,104,366,275,230,3,7,6,25,3,0,1,91
Pune,VILLAGE,Yeniye Bk.,Rural,109,494,255,223,14,1,14,1,0,0,2,239
Pune,VILLAGE,Chikhalgaon,Rural,279,1363,749,523,72,18,88,21,5,2,20,614
Pune,VILLAGE,Yeniye Kh.,Rural,70,414,268,251,3,0,11,1,1,0,1,146
Pune,VILLAGE,Devoshi,Rural,117,552,333,243,69,2,14,3,0,0,2,219
Pune,VILLAGE,Wajavane,Rural,86,542,342,288,2,8,5,1,3,8,27,200
Pune,VILLAGE,Avadar,Rural,317,1456,881,632,8,13,65,9,111,2,41,575
Pune,VILLAGE,Wandre,Rural,120,614,399,346,3,0,16,14,1,1,18,215
Pune,VILLAGE,Torne Kh,Rural,80,414,218,67,108,0,36,2,4,0,1,196
Pune,VILLAGE,Vanjul Vihire,Rural,2,15,4,2,2,0,0,0,0,0,0,11
Pune,VILLAGE,Adhe,Rural,49,315,197,44,111,12,11,0,7,11,1,118
Pune,VILLAGE,Bhalavadi,Rural,76,410,199,17,0,0,6,172,4,0,0,211
Pune,VILLAGE,Virham,Rural,194,1053,462,228,16,18,47,42,87,5,19,591
Pune,VILLAGE,Ambhu,Rural,90,368,235,217,5,0,6,1,2,0,4,133
